customer_id,ownership,activation_plan_code,mnp_flag,calls_incoming_cnt,calls_outgoing_cnt,calls_incoming_duration,calls_outgoing_duration,total_call_count,total_sum_duration,tot_usage_mb,upload_usage_mb,download_usage_mb,days_since_latch,cnt_open_qrc,avg_days_to_close,cnt_call_drops,pcnt_dropped_calls,rsrp_voice_pcnt_poor_duration,rsrp_data_pcnt_poor_duration,mean_cqi_voice_pcnt_poor_duration,sinr_voice_pcnt_poor_duration,sinr_data_pcnt_poor_duration,age_on_network,cnt_connections,current_plan_code,cnt_recharges_made,total_payment_made,cnt_main_plans_taken,total_main_plans_mrp,cnt_addon_plans_taken,total_addon_plans_mrp,cnt_rchg_offline,cnt_rchg_online,cnt_rchg_on_or_before_expiry,cnt_rchg_after_expiry,current_active_plan_mrp,current_active_plan_validity,last_cycle_plan_mrp,last_cycle_plan_validity,avg_days_bw_rchg_and_expiry,stddev_days_bw_rchg_and_expiry,price_per_day,gb_per_day_quota,pcnt_quota_used,device_avg_asp,recharge_delay
10010,individual,8,0,49.0,33.0,61.45637769438636,52.724019789493454,82.0,114.18039748387982,5411.076350516563,593.1324140184851,4817.943936498078,4,0,,2.7877646642132987,3.399713005138169,2.8183776522151227,3.148329728586652,10.211330531131413,18.712389751477676,21.235368556274846,654,1,1,67,16866.091901905813,41,10321.041313106543,26,6545.0505887992695,33,34,25.0,42.0,999,180,999,180,1.5745806158201339,11.014437584244714,5.55,3.0,5.871393609501479,10K_to_20K,-2.1761517381676567
10011,individual,1,0,47.0,11.0,51.58067632506708,18.250310979617126,58.0,69.83098730468421,5487.519763347848,381.417393861136,5106.102369486713,2,4,5,0.8942225439655407,1.541763006837139,21.64199895662649,24.175663132879453,54.70334726677321,27.15470948993591,30.815960532877806,459,1,2,47,11831.437602829452,24,6041.585158891635,23,5789.852443937817,23,24,20.0,27.0,128,28,999,180,0.7735415254757553,7.616288225947359,4.571428571428571,1.0,17.863020062981278,less_10K,1.3312606944396954
10012,individual,1,0,21.0,23.0,21.760073716851917,28.488337132848066,44.0,50.24841084969998,7885.667648893699,6875.049611011071,1010.6180378826284,2,6,7,1.3095011641278729,2.976139009381529,40.278245619089944,44.99368563976138,90.29240838028572,57.37665349341907,65.11270872616434,701,5,9,72,18124.755476674905,37,9314.11045329127,35,8810.645023383635,36,36,37.0,35.0,1500,365,1500,365,2.234051024566687,8.348077286024116,4.109589041095891,3.0,8.556497014858614,30K_to_50K,7.425524080918154
10013,corporate,1,0,29.0,1.0,42.14867496326474,1.2870405888852865,30.0,43.43571555215003,7406.200874602701,1924.299916797273,5481.900957805428,1,1,10,0.4954170588341966,1.6513901961139887,49.556331772739966,55.35797249782895,84.67199359888143,3.8994278246037863,4.425185030549905,600,5,5,62,15607.428327136724,27,6796.783303753089,35,8810.645023383635,31,31,44.0,18.0,300,90,999,180,0.5480922632415435,0.8479193505772108,3.3333333333333335,1.5,16.072484536898223,30K_to_50K,-0.9487135945736993
10014,corporate,3,0,8.0,55.0,14.268101115765155,100.92385251777162,63.0,115.19195363353677,4257.47709191154,2094.4983776244762,2162.9787142870637,3,7,11,2.902146396145731,4.6065815811837005,17.631501340417042,19.69565000844443,93.0952216037405,81.20261064696143,92.1511035052989,384,3,7,40,10069.308598152726,30,7551.981448614543,10,2517.3271495381823,20,20,34.0,6.0,99,15,99,15,1.7066426419788363,0.8056551874859054,6.6,0.5,27.71794981713242,20K_to_30K,9.916593733576555
10015,individual,8,1,33.0,101.0,58.20341083378155,118.51891075588468,134.0,176.72232158966622,997.8662149049319,486.06138779699546,511.80482710793643,6,7,9,7.8769908765015,5.878351400374253,13.582888628452759,15.173059591722637,38.82123003718079,2.0590134709852363,2.3366288592430284,596,1,6,61,15355.695612182904,20,5034.654299076363,41,10321.041313106542,30,31,45.0,16.0,128,28,999,180,0.555712467569611,1.6507085895906637,4.571428571428571,1.0,3.248262418310325,less_10K,1.1964694550440171
10016,corporate,1,0,47.0,10.0,89.04955554092034,12.553433618794084,57.0,101.60298915971443,20236.164608994033,1602.6802756665488,18633.484333327484,3,8,10,2.9756360837059073,5.220414181940188,25.649405663116575,28.652223489744376,50.60284426509436,53.76054233606178,61.009039756738574,425,5,1,44,11076.239457967997,21,5286.387014030181,23,5789.852443937816,22,22,7.0,37.0,999,180,300,90,0.09174673589003213,0.38916720861284715,5.55,3.0,21.957643889967486,20K_to_30K,0.6492012919874135
10017,individual,6,0,9.0,15.0,10.396407445768597,16.526910459996866,24.0,26.923317905765465,9648.32647281128,374.748018698683,9273.578454112598,1,7,9,0.7149682856056825,2.97903452335701,24.476746167259353,27.342278830832168,78.3956238225116,55.804899494823616,63.3290362031325,779,7,5,79,19886.88448135163,18,4531.188869168726,61,15355.695612182903,39,40,22.0,57.0,999,180,1500,365,-2.4707255440393747,0.5731608846377365,5.55,3.0,10.469104245671963,10K_to_20K,-3.4523704819195116
10018,individual,2,0,106.0,1.0,107.28557346586436,1.4014808887147998,107.0,108.68705435457916,5322.037620688348,894.0885768848167,4427.949043803532,5,4,4,5.1987697998362545,4.858663364332948,67.16758553687332,75.03100451315395,16.265311718414644,52.59409309362246,59.68531895494037,417,5,10,43,10824.506743014179,22,5538.119728983998,21,5286.387014030181,21,22,18.0,25.0,128,28,500,120,3.269719874866125,1.137315496271831,4.571428571428571,1.0,17.32434121317822,20K_to_30K,5.978439402362352
10019,corporate,9,0,76.0,2.0,138.79367501713168,3.5435164031182915,78.0,142.33719142024998,1814.1947132154564,509.46745041197323,1304.7272628034832,3,8,11,4.017394109745034,5.15050526890389,8.145526983895342,9.099137135950098,37.258206541150706,87.03496454600955,98.76982972048653,709,4,10,73,18376.488191628723,18,4531.188869168726,55,13845.299322459996,36,37,39.0,34.0,500,120,1500,365,-0.8590416196624249,24.553518196315125,4.166666666666667,2.0,2.9527908743741156,50K_above,20.376590479327266
10020,individual,6,0,79.0,31.0,138.4046650405788,57.98463370474438,110.0,196.38929874532317,2240.0323631338097,2096.2200499045625,143.81231322924697,5,8,5,4.226940646066313,3.8426733146057392,50.79471883866681,56.74133956082363,38.305328205060206,10.38986096114369,11.790718859995708,191,6,4,21,5286.387014030181,17,4279.456154214908,4,1006.9308598152729,10,11,6.0,15.0,128,28,300,90,-2.484197666902501,2.8017668876958606,4.571428571428571,1.0,7.291772015409537,20K_to_30K,-0.5442013461231854
10021,individual,5,1,15.0,7.0,16.225426193870035,10.37490859960711,22.0,26.600334793477145,17419.45516573996,3204.704005667054,14214.751160072907,1,6,14,0.4748895036106698,2.1585886527757716,70.94169104738421,79.2469507218621,21.60097475304673,56.754314445736064,64.40646012723987,553,5,9,57,14348.764752367633,41,10321.041313106543,16,4027.72343926109,28,29,17.0,40.0,99,15,500,120,-0.6748061832845653,5.591063925016211,6.6,0.5,113.4079112352862,20K_to_30K,-12.148838046426874
10022,corporate,2,1,1.0,0.0,1.497667431398344,0.0,1.0,1.497667431398344,2742.4732830974067,654.8079294017297,2087.665353695677,0,6,10,0.04182950924879157,4.182950924879157,26.65020777285103,29.770191137562186,35.79834128423678,58.81399756316122,66.74384892089763,610,7,8,63,15859.161042090542,26,6545.050588799271,37,9314.11045329127,31,32,41.0,22.0,1500,365,1500,365,3.0568342380091638,1.2275383932224861,4.109589041095891,3.0,2.975773961694235,20K_to_30K,4.917957225796467
10023,corporate,6,0,45.0,9.0,59.935271359541495,10.707982479562414,54.0,70.6432538391039,9093.531526994135,2286.9160431602477,6806.615483833888,2,0,,0.7596727609395849,1.4068014091473795,36.65686091660254,40.948339513585175,46.90917683928526,52.13059626655925,59.159329165390695,684,7,6,70,17621.29004676727,22,5538.119728983998,48,12083.170317783271,35,35,6.0,64.0,99,15,300,90,0.6587096836016382,6.787517544107053,6.6,0.5,59.202679212201396,20K_to_30K,-9.395413211769963
10024,individual,3,0,77.0,29.0,119.00520187870679,52.22560694322762,106.0,171.2308088219344,3098.937708129013,615.4345246095854,2483.5031835194277,4,4,6,3.258982063693566,3.074511380842987,21.597839897988283,24.126334301100005,0.4498226166467112,6.789570650511902,7.70500385131736,501,4,7,52,13090.101177598543,40,10069.308598152726,12,3020.792579445817,26,26,7.0,45.0,300,90,999,180,-3.087162761815247,2.8093524398290493,3.3333333333333335,1.5,6.725125234654977,30K_to_50K,-10.468378746991696
10025,corporate,10,1,19.0,91.0,30.612905441628477,96.09192633778817,110.0,126.70483177941665,1690.0262375290213,296.15718578475315,1393.869051744268,5,1,11,4.770776021515049,4.337069110468226,49.805861615510665,55.636715206971246,48.507004353405904,27.507970279523576,31.216851234867505,563,1,4,58,14600.497467321451,20,5034.654299076363,38,9565.843168245088,29,29,19.0,39.0,500,120,999,180,0.05818275344617105,8.600439854694269,4.166666666666667,2.0,2.7506937459782246,10K_to_20K,7.497689714601679
10026,individual,7,1,31.0,50.0,54.95215884841806,71.49251821261821,81.0,126.44467706103626,8388.98286699901,534.0767462921552,7854.906120706854,3,4,10,5.2551630858193565,6.487855661505378,16.159932293259008,18.051801968706304,39.53311780934064,39.20664598539562,44.49285144296032,402,2,1,42,10572.774028060361,21,5286.387014030181,21,5286.387014030181,21,21,32.0,10.0,1500,365,128,28,-2.097974394246175,4.2531127877052235,4.109589041095891,3.0,9.102628978948577,30K_to_50K,2.4735441142836603
10027,corporate,4,0,26.0,31.0,26.373952509489648,37.89595756288546,57.0,64.2699100723751,9094.749083974393,896.3599094484288,8198.389174525964,3,6,9,1.218900728463966,2.138422330638537,72.94485477048566,81.48462809476842,16.692787568032053,82.25386734428278,93.34410042933467,521,8,6,54,13593.566607506178,39,9817.575883198906,15,3775.990724307272,27,27,6.0,48.0,128,28,300,90,1.5865420787919737,9.557693397173452,4.571428571428571,1.0,29.605303007729145,less_10K,0.8862707060412855
10028,corporate,10,0,43.0,81.0,48.964606756078894,85.87766722983805,124.0,134.84227398591696,15687.405125987409,197.11843964488133,15490.286686342528,5,3,13,3.779162706536548,3.0477118601101196,1.8009927811490543,2.011837948475448,49.35815006087388,12.993342576026581,14.7452261332935,839,4,8,85,21397.28077107454,22,5538.119728983998,63,15859.161042090542,42,43,75.0,10.0,300,90,1500,365,0.013187212793856595,8.335705031668184,3.3333333333333335,1.5,34.043847929660174,50K_above,-9.018475351567432
10029,corporate,7,0,109.0,33.0,170.95270581418393,61.29965470788281,142.0,232.25236052206674,1275.5877214873399,856.0809685341407,419.5067529531992,6,5,5,5.137578397758823,3.618012956168185,36.84291338331483,41.15617344654544,50.17170844724319,51.13914393615269,58.0341999904547,390,4,7,41,10321.041313106543,14,3524.2580093534534,27,6796.78330375309,20,21,37.0,4.0,999,180,99,15,-1.5829305609333837,3.0422600627991043,5.55,3.0,1.3841012602944227,50K_above,1.153988448406409
10030,individual,10,0,196.0,50.0,228.5921916907179,64.9628505982134,246.0,293.5550422889313,9694.616490219814,988.2625339147128,8706.353956305102,11,5,7,8.343965120796211,3.391855740161062,62.299222391014816,69.59269413994494,32.60952825654632,73.90766391070933,83.87258405374277,425,5,8,44,11076.239457967997,30,7551.981448614543,14,3524.2580093534534,22,22,37.0,7.0,500,120,99,15,2.733083446836921,1.1525318310083594,4.166666666666667,2.0,15.778998193717145,50K_above,0.8792266969764135
10031,individual,4,0,50.0,38.0,58.010897046085184,49.400613505507465,88.0,107.41151055159264,44895.29146680518,4453.200233786494,40442.09123301869,4,5,5,5.437960200557589,6.179500227906351,45.82176407859719,51.186192862247474,74.68004050308105,2.4378385504388067,2.766530666943534,402,4,3,42,10572.774028060361,31,7803.714163568362,11,2769.059864491999,21,21,17.0,25.0,2999,700,500,120,2.724870055524904,8.226657506117084,4.284285714285715,4.0,36.53588172754328,10K_to_20K,5.249684957771959
10032,individual,8,0,24.0,45.0,33.40992062393019,59.42089080091819,69.0,92.83081142484838,7552.910231892203,3048.455034543978,4504.455197348226,3,0,,1.8143811664698961,2.6295379224201394,48.410060431784046,54.07750529822495,81.88760188298735,11.103009501283493,12.600020733586826,580,7,6,60,15103.962897229087,23,5789.852443937817,37,9314.110453291269,30,30,55.0,5.0,2999,700,300,90,4.02862738077782,4.659264403932827,4.284285714285715,4.0,6.146574081943525,20K_to_30K,3.756432557830564
10033,corporate,8,0,54.0,60.0,82.62063439086604,73.00195702502306,114.0,155.6225914158891,7933.294350483076,346.5687689089254,7586.725581574151,5,5,14,4.004702371318965,3.5128968169464603,56.395055641217056,62.9973169426018,75.01535520891859,27.221740074201048,30.892028805306783,387,5,6,41,10321.041313106543,25,6293.317873845453,16,4027.723439261091,20,21,6.0,35.0,2999,700,128,28,-2.0359672809720597,3.390530342739323,4.284285714285715,4.0,6.456131470119691,less_10K,3.5518670250428936
10034,individual,3,0,41.0,11.0,44.728646995551586,13.03028835465493,52.0,57.758935350206514,3374.238545262813,990.4795174064109,2383.7590278564026,2,1,13,0.7789213063493069,1.4979255891332826,11.272607317530895,12.592309873225272,57.70681818370903,45.06372242941853,51.1396335270755,556,3,9,57,14348.764752367633,27,6796.783303753089,30,7551.981448614544,28,29,39.0,18.0,128,28,300,90,-1.6326714728226186,1.988143374830245,4.571428571428571,1.0,10.983849431194052,50K_above,-3.071213531897805
10035,corporate,8,1,30.0,96.0,49.45986110298013,137.43294558123768,126.0,186.89280668421782,27391.138895716245,4021.3532880137213,23369.785607702524,5,3,14,4.351147777843724,3.4532918871775586,25.72533043667736,28.737036900590773,69.40083172362999,48.88700509818527,55.47840680212812,380,3,6,40,10069.308598152726,28,7048.516018706907,12,3020.792579445819,20,20,27.0,13.0,300,90,300,90,-0.8445367920162083,4.1321781056386975,3.3333333333333335,1.5,59.44257572855088,less_10K,-0.9125391686450319
10036,individual,8,1,45.0,144.0,56.97959498738972,189.83731110546904,189.0,246.81690609285874,7560.784022466326,1192.9638701992553,6367.820152267071,8,6,4,6.567298538256017,3.4747611313523903,73.89004183986175,82.54046975859004,63.60976553103047,10.029485954247203,11.381754735607874,392,3,4,41,10321.041313106543,23,5789.852443937817,18,4531.188869168726,20,21,28.0,13.0,1500,365,99,15,-10.78930720051719,1.2705504283046587,4.109589041095891,3.0,8.203975718821969,10K_to_20K,-3.013442071726483
10037,corporate,6,1,64.0,60.0,77.29835150615293,63.21521368023216,124.0,140.51356518638508,7280.298001411518,1601.7647662421518,5678.533235169367,5,4,14,5.824385779651366,4.6970853061704565,45.093165131601864,50.372295646152445,29.675729754140512,33.573687076295684,38.1004045088298,327,1,5,35,8810.645023383635,10,2517.3271495381814,25,6293.3178738454535,17,18,18.0,17.0,1500,365,99,15,-0.5458136483308305,2.7760639083874743,4.109589041095891,3.0,7.8996289077815955,less_10K,3.8239855608903763
10038,individual,6,1,162.0,29.0,165.9321586498368,33.982160713199974,191.0,199.91431936303678,6785.892341048613,5363.48350209832,1422.4088389502926,8,11,10,13.846068817761727,7.249250689927606,37.52342623339034,41.91635504779184,94.42115461009392,47.893385083287676,54.35081767527298,347,3,1,37,9314.11045329127,20,5034.654299076363,17,4279.456154214908,18,19,17.0,20.0,2999,700,99,15,-1.3159982810635675,0.02751627811702284,4.284285714285715,4.0,5.522373324421071,less_10K,7.339578602791456
10039,individual,7,0,1.0,16.0,1.0152637270951024,17.79588615411467,17.0,18.811149881209772,18036.05772779872,3165.376351815482,14870.681375983238,1,5,9,0.8065412905206241,4.744360532474259,58.87597989240348,65.76868704917459,89.50842290600933,72.70327492886744,82.5058081232388,990,6,10,101,25425.004210335628,45,11327.972172921814,56,14097.032037413814,50,51,28.0,73.0,99,15,2999,700,2.3451216926556575,0.18035756932084834,6.6,0.5,117.42225083202293,50K_above,-7.946841639627027
10040,individual,8,0,16.0,21.0,31.556829575960045,30.874147317931584,37.0,62.430976893891625,12114.93943528619,792.7868279800658,11322.152607306123,2,4,7,1.228065495007208,3.319095932451914,26.41219046418179,29.50430875369763,79.41579995185343,1.5545465851813187,1.7641450457506092,375,7,7,39,9817.575883198906,27,6796.783303753089,12,3020.792579445817,19,20,17.0,22.0,2999,700,99,15,0.42519509454785775,10.264458770341207,4.284285714285715,4.0,9.859162951893058,30K_to_50K,2.4957530859947
10041,individual,5,0,157.0,13.0,182.7213702467489,24.289592271282118,170.0,207.01096251803102,6932.80749523703,979.9995238590657,5952.807971377964,7,6,12,2.67026342244143,1.5707431896714292,66.23547727530459,73.98977281453769,44.072120683176195,73.62233404292411,83.54878335361819,654,4,6,67,16866.091901905813,15,3775.9907243072716,52,13090.10117759854,33,34,25.0,42.0,999,180,1500,365,2.063508711441114,5.295649890698186,5.55,3.0,7.522577577297125,30K_to_50K,1.4807017806680065
10042,individual,6,0,51.0,19.0,66.95466155571367,21.300863631612653,70.0,88.25552518732633,27693.383246054564,204.1092464235588,27489.273999631005,3,2,7,2.6616563023922284,3.802366146274612,11.485569077040076,12.830203413854191,77.9538010975829,67.00609406071717,76.04048022692479,594,8,6,61,15355.695612182904,40,10069.308598152726,21,5286.387014030179,30,31,47.0,14.0,300,90,500,120,-2.0652813135782075,0.9222521395995562,3.3333333333333335,1.5,60.09848794716702,less_10K,-8.827378595934995
10043,individual,10,0,107.0,95.0,154.87136778678934,123.83160748841082,202.0,278.7029752752002,12732.119709928365,2462.791463223668,10269.328246704697,9,4,12,8.984676034246311,4.447859422894213,32.66294351453572,36.486847676050985,28.05101571816794,22.52723675293811,25.564568788725918,616,4,1,63,15859.161042090542,22,5538.119728983998,41,10321.041313106543,31,32,15.0,48.0,500,120,1500,365,1.3417149156297545,7.326616684082054,4.166666666666667,2.0,20.7228510903782,10K_to_20K,-2.8879041928071754
10044,individual,6,1,4.0,21.0,6.755758870783646,25.565656063531637,25.0,32.321414934315285,1565.6082150608331,509.72772248420847,1055.8804925766246,1,5,11,0.8260548133018643,3.3042192532074566,70.42027950701736,78.6644966805895,64.99691767236018,44.772849816203674,50.80954275691845,144,3,5,16,4027.72343926109,6,1510.3962897229087,10,2517.3271495381814,8,8,10.0,6.0,2999,700,99,15,-1.1226975847521756,0.12747119503862495,4.284285714285715,4.0,1.2740952271002872,10K_to_20K,10.618816038911987
10045,individual,5,0,79.0,53.0,90.50229014295138,75.46891268370747,132.0,165.97120282665884,9791.733754055767,2492.138714477269,7299.595039578499,6,1,12,4.703360270650577,3.5631517201898304,30.070864834832314,33.59131011041215,95.02076408131755,17.43147530069386,19.781749279810988,538,2,2,55,13845.299322459996,26,6545.050588799271,29,7300.248733660725,27,28,4.0,51.0,500,120,99,15,0.06573427002897309,5.276956101511655,4.166666666666667,2.0,15.93706665699181,20K_to_30K,3.599855923364144
10046,corporate,5,0,4.0,114.0,4.87663559104097,121.52228510924594,118.0,126.39892070028691,5254.370099052729,1794.2122430774132,3460.157855975315,5,5,8,5.905656890915265,5.0047939753519195,75.37193494823954,84.19585051426222,28.759601489892262,18.58883501882001,21.09515502290451,507,3,8,53,13341.83389255236,35,8810.645023383635,18,4531.188869168725,26,27,28.0,25.0,128,28,128,28,-1.0870320988875162,3.3084813618562037,4.571428571428571,1.0,17.104069332853935,10K_to_20K,3.0906836267848457
10047,individual,9,1,3.0,100.0,5.713190091470743,137.64042335725446,103.0,143.3536134487252,20439.824658308058,263.95448359572003,20175.870174712338,4,5,8,3.2785930910892302,3.183100088436146,36.09646947936303,40.322342135228205,44.28710054409146,15.715899878604587,17.834863988407967,996,1,3,101,25425.004210335628,42,10572.774028060361,59,14852.230182275267,50,51,89.0,12.0,500,120,2999,700,-2.3223413610225787,1.1289367271304982,4.166666666666667,2.0,33.26794377979827,less_10K,7.025039220987487
10048,individual,3,1,24.0,110.0,41.14116427336908,212.0285256200622,134.0,253.16968989343127,8368.134111557338,1522.118988253184,6846.015123304153,6,5,11,6.1414946745143775,4.583204980980879,63.83838701419445,71.31205128022624,14.843557660418561,25.446713904623934,28.877677062498186,428,5,3,45,11327.972172921814,14,3524.2580093534534,31,7803.714163568361,22,23,31.0,14.0,2999,700,99,15,2.381169560605221,7.541941401624952,4.284285714285715,4.0,6.810004973598094,20K_to_30K,4.470658877211321
10049,individual,7,0,177.0,76.0,338.8349761933136,107.01622778125534,253.0,445.85120397456893,14193.473005177486,1237.7889382177548,12955.684066959731,11,6,8,5.518955453440935,2.1814053175655865,67.29299729845654,75.17109843456174,19.120845717444844,25.83688085470128,29.320449957537733,503,1,6,52,13090.101177598543,34,8558.912308429815,18,4531.188869168727,26,26,18.0,34.0,500,120,300,90,-0.5951114356570388,4.508918892647935,4.166666666666667,2.0,23.101355802697732,20K_to_30K,-4.333762464525759
10050,corporate,6,0,122.0,69.0,202.0705178885185,106.36474482736624,191.0,308.43526271588473,3696.1088823280425,1332.4783601276804,2363.630522200362,8,6,4,6.447052933812536,3.3754203841950448,51.89882144569269,57.974701263921716,38.69099422458626,19.83143894469206,22.505298392394945,1096,1,10,111,27942.33135987381,85,21397.28077107454,26,6545.0505887992695,55,56,92.0,19.0,2999,700,2999,700,6.313963318484704,5.366079730303963,4.284285714285715,4.0,3.0079011086653993,50K_above,0.3620426740643561
10051,individual,5,0,112.0,282.0,217.135173726015,435.03791702365737,394.0,652.1730907496724,21706.04305745518,122.84876123540695,21583.19429621977,17,2,14,20.486921983132078,5.199726391657888,28.04514869068798,31.328440067685627,52.55434915834141,2.567541153818923,2.9137209842715284,563,5,10,58,14600.497467321451,45,11327.972172921814,13,3272.5252943996366,29,29,39.0,19.0,500,120,300,90,0.3537877518004955,2.0703022108363553,4.166666666666667,2.0,35.32884612216012,30K_to_50K,-5.514775512149752
10052,individual,9,0,59.0,14.0,112.25726907652557,24.47729523663749,73.0,136.73456431316308,4717.337850897351,555.3905128304519,4161.947338066899,3,6,13,3.9488279581703307,5.409353367356617,77.8558333043305,86.97054290905977,38.42073864200789,77.15200639026992,87.55435902696911,405,2,8,42,10572.774028060361,32,8055.44687852218,10,2517.3271495381814,21,21,15.0,27.0,99,15,300,90,-1.013049912441244,2.4112858372467123,6.6,0.5,30.71183496677963,20K_to_30K,21.905502312993274
